ap,signal,sequence,x,y,z
A,11.0,21.0,23.0,19.0,2.0
A,9.0,22.0,23.0,19.0,2.0
B,15.0,29.0,23.0,19.0,2.0
B,21.0,30.0,23.0,19.0,2.0
B,15.0,31.0,23.0,19.0,2.0
B,21.0,32.0,23.0,19.0,2.0
B,14.0,33.0,23.0,19.0,2.0
B,21.0,34.0,23.0,19.0,2.0
B,14.0,35.0,23.0,19.0,2.0
B,20.0,36.0,23.0,19.0,2.0
B,13.0,37.0,23.0,19.0,2.0
D,53.0,34.0,23.0,19.0,2.0
D,52.0,35.0,23.0,19.0,2.0
D,53.0,36.0,23.0,19.0,2.0
D,53.0,37.0,23.0,19.0,2.0
D,53.0,38.0,23.0,19.0,2.0
D,53.0,39.0,23.0,19.0,2.0
D,53.0,40.0,23.0,19.0,2.0
D,53.0,41.0,23.0,19.0,2.0
D,52.0,42.0,23.0,19.0,2.0
D,52.0,43.0,23.0,19.0,2.0
C,38.0,51.0,23.0,19.0,2.0
C,38.0,52.0,23.0,19.0,2.0
D,32.0,44.0,23.0,19.0,2.0
C,37.0,53.0,23.0,19.0,2.0
C,37.0,54.0,23.0,19.0,2.0
C,38.0,55.0,23.0,19.0,2.0
D,33.0,45.0,23.0,19.0,2.0
C,38.0,56.0,23.0,19.0,2.0
C,38.0,57.0,23.0,19.0,2.0
C,37.0,58.0,23.0,19.0,2.0
C,33.0,59.0,23.0,19.0,2.0
C,38.0,60.0,23.0,19.0,2.0
D,34.0,46.0,23.0,19.0,2.0
C,39.0,61.0,23.0,19.0,2.0
A,10.0,23.0,23.0,19.0,2.0
A,11.0,24.0,23.0,19.0,2.0
B,10.0,38.0,23.0,19.0,2.0
B,20.0,39.0,23.0,19.0,2.0
B,11.0,40.0,23.0,19.0,2.0
B,20.0,41.0,23.0,19.0,2.0
B,11.0,42.0,23.0,19.0,2.0
B,19.0,43.0,23.0,19.0,2.0
B,11.0,44.0,23.0,19.0,2.0
B,20.0,45.0,23.0,19.0,2.0
B,9.0,46.0,23.0,19.0,2.0
B,18.0,47.0,23.0,19.0,2.0
D,51.0,47.0,23.0,19.0,2.0
D,51.0,48.0,23.0,19.0,2.0
D,51.0,49.0,23.0,19.0,2.0
D,51.0,50.0,23.0,19.0,2.0
D,51.0,51.0,23.0,19.0,2.0
D,50.0,52.0,23.0,19.0,2.0
D,50.0,53.0,23.0,19.0,2.0
D,51.0,54.0,23.0,19.0,2.0
D,50.0,55.0,23.0,19.0,2.0
D,51.0,56.0,23.0,19.0,2.0
C,37.0,62.0,23.0,19.0,2.0
C,38.0,63.0,23.0,19.0,2.0
C,38.0,64.0,23.0,19.0,2.0
C,37.0,65.0,23.0,19.0,2.0
C,37.0,66.0,23.0,19.0,2.0
C,37.0,67.0,23.0,19.0,2.0
C,37.0,68.0,23.0,19.0,2.0
C,36.0,69.0,23.0,19.0,2.0
C,36.0,70.0,23.0,19.0,2.0
C,37.0,71.0,23.0,19.0,2.0
C,36.0,72.0,23.0,19.0,2.0
C,36.0,73.0,23.0,19.0,2.0
C,36.0,74.0,23.0,19.0,2.0
A,11.0,25.0,23.0,19.0,2.0
A,10.0,26.0,23.0,19.0,2.0
A,10.0,27.0,23.0,19.0,2.0
A,9.0,28.0,23.0,19.0,2.0
A,12.0,29.0,23.0,19.0,2.0
A,11.0,30.0,23.0,19.0,2.0
B,19.0,48.0,23.0,19.0,2.0
B,8.0,49.0,23.0,19.0,2.0
B,18.0,50.0,23.0,19.0,2.0
B,9.0,51.0,23.0,19.0,2.0
B,19.0,52.0,23.0,19.0,2.0
B,7.0,53.0,23.0,19.0,2.0
B,19.0,54.0,23.0,19.0,2.0
B,9.0,55.0,23.0,19.0,2.0
B,19.0,56.0,23.0,19.0,2.0
B,11.0,57.0,23.0,19.0,2.0
D,52.0,57.0,23.0,19.0,2.0
D,52.0,58.0,23.0,19.0,2.0
D,52.0,59.0,23.0,19.0,2.0
D,52.0,60.0,23.0,19.0,2.0
D,52.0,61.0,23.0,19.0,2.0
D,51.0,62.0,23.0,19.0,2.0
D,51.0,63.0,23.0,19.0,2.0
D,51.0,64.0,23.0,19.0,2.0
D,51.0,65.0,23.0,19.0,2.0
D,51.0,66.0,23.0,19.0,2.0
C,38.0,75.0,23.0,19.0,2.0
C,38.0,76.0,23.0,19.0,2.0
C,38.0,77.0,23.0,19.0,2.0
C,38.0,78.0,23.0,19.0,2.0
D,32.0,67.0,23.0,19.0,2.0
C,38.0,79.0,23.0,19.0,2.0
C,36.0,80.0,23.0,19.0,2.0
C,36.0,81.0,23.0,19.0,2.0
C,37.0,82.0,23.0,19.0,2.0
C,36.0,83.0,23.0,19.0,2.0
C,36.0,84.0,23.0,19.0,2.0
C,38.0,85.0,23.0,19.0,2.0
C,37.0,86.0,23.0,19.0,2.0
D,31.0,68.0,23.0,19.0,2.0
A,8.0,31.0,23.0,19.0,2.0
A,3.0,32.0,23.0,19.0,2.0
A,7.0,33.0,23.0,19.0,2.0
A,4.0,34.0,23.0,19.0,2.0
B,12.0,58.0,23.0,19.0,2.0
B,21.0,59.0,23.0,19.0,2.0
B,13.0,60.0,23.0,19.0,2.0
B,21.0,61.0,23.0,19.0,2.0
B,12.0,62.0,23.0,19.0,2.0
B,20.0,63.0,23.0,19.0,2.0
B,13.0,64.0,23.0,19.0,2.0
B,20.0,65.0,23.0,19.0,2.0
B,11.0,66.0,23.0,19.0,2.0
B,20.0,67.0,23.0,19.0,2.0
D,51.0,69.0,23.0,19.0,2.0
D,51.0,70.0,23.0,19.0,2.0
D,51.0,71.0,23.0,19.0,2.0
D,50.0,72.0,23.0,19.0,2.0
D,51.0,73.0,23.0,19.0,2.0
D,50.0,74.0,23.0,19.0,2.0
D,51.0,75.0,23.0,19.0,2.0
D,50.0,76.0,23.0,19.0,2.0
D,50.0,77.0,23.0,19.0,2.0
C,37.0,87.0,23.0,19.0,2.0
C,37.0,88.0,23.0,19.0,2.0
C,37.0,89.0,23.0,19.0,2.0
C,37.0,90.0,23.0,19.0,2.0
C,37.0,91.0,23.0,19.0,2.0
C,36.0,92.0,23.0,19.0,2.0
C,36.0,93.0,23.0,19.0,2.0
C,36.0,94.0,23.0,19.0,2.0
C,36.0,95.0,23.0,19.0,2.0
C,37.0,96.0,23.0,19.0,2.0
C,36.0,97.0,23.0,19.0,2.0
C,32.0,98.0,23.0,19.0,2.0
C,32.0,99.0,23.0,19.0,2.0
C,31.0,100.0,23.0,19.0,2.0
C,32.0,101.0,23.0,19.0,2.0
C,38.0,102.0,23.0,19.0,2.0
D,33.0,78.0,23.0,19.0,2.0
C,39.0,103.0,23.0,19.0,2.0
A,5.0,35.0,23.0,19.0,2.0
A,3.0,36.0,23.0,19.0,2.0
A,6.0,37.0,23.0,19.0,2.0
A,5.0,38.0,23.0,19.0,2.0
A,7.0,39.0,23.0,19.0,2.0
A,5.0,40.0,23.0,19.0,2.0
B,20.0,68.0,23.0,19.0,2.0
B,13.0,69.0,23.0,19.0,2.0
B,21.0,70.0,23.0,19.0,2.0
B,13.0,71.0,23.0,19.0,2.0
B,20.0,72.0,23.0,19.0,2.0
B,13.0,73.0,23.0,19.0,2.0
B,21.0,74.0,23.0,19.0,2.0
B,14.0,75.0,23.0,19.0,2.0
B,22.0,76.0,23.0,19.0,2.0
B,13.0,77.0,23.0,19.0,2.0
D,52.0,79.0,23.0,19.0,2.0
D,52.0,80.0,23.0,19.0,2.0
D,52.0,81.0,23.0,19.0,2.0
D,51.0,82.0,23.0,19.0,2.0
D,52.0,83.0,23.0,19.0,2.0
D,51.0,84.0,23.0,19.0,2.0
D,51.0,85.0,23.0,19.0,2.0
D,52.0,86.0,23.0,19.0,2.0
D,50.0,87.0,23.0,19.0,2.0
D,50.0,88.0,23.0,19.0,2.0
C,37.0,104.0,23.0,19.0,2.0
C,36.0,105.0,23.0,19.0,2.0
C,35.0,106.0,23.0,19.0,2.0
C,36.0,107.0,23.0,19.0,2.0
D,27.0,89.0,23.0,19.0,2.0
C,36.0,108.0,23.0,19.0,2.0
C,35.0,109.0,23.0,19.0,2.0
D,25.0,90.0,23.0,19.0,2.0
C,35.0,110.0,23.0,19.0,2.0
D,26.0,91.0,23.0,19.0,2.0
C,35.0,111.0,23.0,19.0,2.0
C,36.0,112.0,23.0,19.0,2.0
D,26.0,92.0,23.0,19.0,2.0
C,35.0,113.0,23.0,19.0,2.0
D,29.0,93.0,23.0,19.0,2.0
C,36.0,114.0,23.0,19.0,2.0
C,35.0,115.0,23.0,19.0,2.0
C,35.0,116.0,23.0,19.0,2.0
C,36.0,117.0,23.0,19.0,2.0
C,38.0,118.0,23.0,19.0,2.0
D,34.0,94.0,23.0,19.0,2.0
C,38.0,119.0,23.0,19.0,2.0
A,8.0,41.0,23.0,19.0,2.0
A,8.0,42.0,23.0,19.0,2.0
B,10.0,78.0,23.0,19.0,2.0
B,19.0,79.0,23.0,19.0,2.0
B,12.0,80.0,23.0,19.0,2.0
B,17.0,81.0,23.0,19.0,2.0
B,13.0,82.0,23.0,19.0,2.0
B,19.0,83.0,23.0,19.0,2.0
B,12.0,84.0,23.0,19.0,2.0
B,21.0,85.0,23.0,19.0,2.0
B,14.0,86.0,23.0,19.0,2.0
D,52.0,95.0,23.0,19.0,2.0
D,52.0,96.0,23.0,19.0,2.0
D,52.0,97.0,23.0,19.0,2.0
D,52.0,98.0,23.0,19.0,2.0
D,52.0,99.0,23.0,19.0,2.0
D,52.0,100.0,23.0,19.0,2.0
D,52.0,101.0,23.0,19.0,2.0
D,52.0,102.0,23.0,19.0,2.0
D,49.0,103.0,23.0,19.0,2.0
D,49.0,104.0,23.0,19.0,2.0
C,38.0,120.0,23.0,19.0,2.0
C,37.0,121.0,23.0,19.0,2.0
C,37.0,122.0,23.0,19.0,2.0
C,38.0,123.0,23.0,19.0,2.0
C,38.0,124.0,23.0,19.0,2.0
